,fighter,current_lose_streak,current_win_streak,avg_head_landed,avg_KD,avg_sig_str_landed,avg_td_landed,avg_total_str_landed,longest_winning_streak,losses,total_title_bouts,win_by_ko/tko,wins,stance,height_cms,reach_cms,weight_lbs,age,total_fights
309,Iuri Alcantara,2,0,18.0,0.1875,27.875,1.0,43.4375,3,7,0,2,9,Southpaw,175.26,180.34,135.0,37.0,16
311,Jacare Souza,1,0,13.88888889,0.111111111,19.44444444,1.333333333,31.66666667,5,2,0,2,7,Orthodox,185.42,182.88,185.0,38.0,9
312,Drew Dober,0,1,15.44444444,0.333333333,25.77777778,0.5555555560000001,37.33333333,2,5,0,2,4,Southpaw,172.72,177.8,155.0,29.0,9
313,Mirsad Bektic,1,0,31.0,0.2,32.8,3.0,95.6,4,1,0,1,4,Orthodox,172.72,177.8,145.0,26.0,5
315,Randa Markos,1,0,35.42857143,0.0,41.42857143,1.428571429,78.57142857,1,4,0,0,3,Orthodox,162.56,160.02,115.0,32.0,7
318,Stipe Miocic,0,5,38.23076923,0.384615385,48.15384615,1.307692308,76.15384615,5,2,3,8,11,Orthodox,193.04,203.2,240.0,35.0,13
319,Daniel Cormier,1,0,38.4,0.1,54.9,1.5,100.1,4,2,5,1,8,Orthodox,180.34,182.88,235.0,38.0,10
321,Gian Villante,2,0,31.81818182,0.272727273,47.90909091,0.454545455,56.63636364,2,6,0,4,5,Orthodox,190.5,193.04,205.0,32.0,11
323,Dustin Ortiz,0,1,23.09090909,0.090909091,38.18181818,2.272727273,84.63636364,2,5,0,3,6,Orthodox,165.1,165.1,125.0,29.0,11
325,Jeremy Stephens,0,1,22.5,0.615384615,38.19230769,1.038461538,54.26923077,3,13,0,5,13,Orthodox,172.72,180.34,145.0,31.0,26
326,Kamaru Usman,0,6,29.83333333,0.333333333,46.83333333,3.333333333,95.66666667,6,0,1,1,6,Switch,182.88,193.04,170.0,30.0,6
327,Darren Elkins,0,5,27.23529412,0.117647059,37.0,2.176470588,88.88235294,5,4,0,3,13,Orthodox,177.8,180.34,145.0,33.0,17
328,James Krause,0,3,42.25,0.0,56.0,0.5,62.625,3,3,0,1,5,Orthodox,187.96,185.42,170.0,31.0,8
332,Khabib Nurmagomedov,0,8,39.125,0.25,45.5,4.875,71.125,8,0,0,2,8,Orthodox,177.8,177.8,155.0,29.0,8
333,Dan Hooker,0,1,29.0,0.28571428600000004,38.85714286,0.14285714300000002,60.57142857,1,3,0,3,4,Switch,182.88,190.5,155.0,27.0,7
334,Myles Jury,0,1,16.66666667,0.222222222,23.0,1.5555555559999998,34.44444444,6,2,0,3,7,Orthodox,177.8,185.42,145.0,29.0,9
335,Tim Elliott,1,0,31.55555556,0.111111111,46.66666667,3.888888889,111.1111111,2,6,1,0,3,Southpaw,170.18,167.64,135.0,31.0,9
336,Santiago Ponzinibbio,0,5,27.88888889,0.666666667,35.77777778,0.111111111,39.11111111,5,2,0,4,7,Orthodox,182.88,185.42,170.0,31.0,9
337,Glover Teixeira,1,0,29.92307692,0.307692308,34.46153846,1.4615384619999998,57.0,5,4,1,3,9,Orthodox,187.96,193.04,205.0,38.0,13
338,Chad Laprise,0,2,30.14285714,0.428571429,52.71428571,0.7142857140000001,56.71428571,3,2,1,2,5,Orthodox,177.8,180.34,170.0,31.0,7
339,Nordine Taleb,0,1,24.28571429,0.14285714300000002,42.57142857,2.142857143,67.28571429,3,2,0,1,5,Orthodox,185.42,187.96,170.0,36.0,7
340,John Makdessi,1,0,29.76923077,0.384615385,57.07692308,0.0,61.61538462,3,6,0,3,7,Orthodox,172.72,172.72,155.0,32.0,13
342,Jordan Mein,3,0,19.0,0.428571429,30.85714286,1.142857143,35.28571429,2,4,0,2,3,Orthodox,182.88,185.42,170.0,28.0,7
344,Scott Holtzman,0,1,45.6,0.4,66.2,2.2,100.0,1,2,0,0,3,Orthodox,175.26,175.26,155.0,34.0,5
346,Alexis Davis,0,1,19.71428571,0.0,36.42857143,0.571428571,79.14285714,3,2,1,0,5,Orthodox,167.64,172.72,125.0,33.0,7
347,Frankie Saenz,3,0,27.83333333,0.166666667,57.0,1.6666666669999999,79.33333333,3,3,0,0,3,Orthodox,167.64,167.64,135.0,37.0,6
348,Alejandro Perez,0,1,25.16666667,0.0,38.33333333,0.5,56.16666667,2,2,1,2,4,Orthodox,167.64,170.18,135.0,28.0,6
349,Max Holloway,0,11,47.94117647,0.470588235,68.41176471,0.235294118,75.58823529,11,3,2,7,14,Orthodox,180.34,175.26,155.0,25.0,17
350,Henry Cejudo,0,1,25.0,0.428571429,47.85714286,1.857142857,72.57142857,4,2,1,1,5,Orthodox,162.56,162.56,135.0,30.0,7
351,Eddie Alvarez,2,0,23.33333333,0.0,36.5,1.8333333330000001,47.66666667,3,3,2,1,3,Orthodox,175.26,175.26,155.0,33.0,6
352,Tecia Torres,0,2,34.66666667,0.166666667,60.33333333,0.666666667,90.16666667,3,1,0,0,5,Orthodox,154.94,152.4,115.0,28.0,6
354,Felice Herrig,0,3,20.2,0.0,31.2,1.2,60.8,3,1,0,0,4,Orthodox,162.56,165.1,115.0,33.0,5
357,Li Jingliang,0,2,28.16666667,0.5,39.83333333,1.0,49.33333333,2,2,0,3,4,Orthodox,182.88,180.34,170.0,29.0,6
360,Fabricio Werdum,0,1,29.0,0.28571428600000004,45.0,0.571428571,59.57142857,6,4,3,4,10,Orthodox,193.04,195.58,231.0,40.0,14
361,Jake Matthews,2,0,22.71428571,0.0,30.71428571,1.428571429,50.42857143,2,3,0,0,4,Orthodox,180.34,185.42,170.0,23.0,7
362,Elias Theodorou,1,0,20.85714286,0.0,41.71428571,1.857142857,74.0,3,2,1,2,5,Orthodox,185.42,190.5,185.0,29.0,7
364,Ryan Benoit,1,0,15.4,0.6,20.2,0.2,24.8,1,3,0,1,2,Orthodox,165.1,172.72,125.0,28.0,5
365,Nik Lentz,1,0,24.38888889,0.055555556,40.27777778,3.277777778,83.05555556,4,7,0,2,11,Orthodox,172.72,172.72,155.0,33.0,18
366,Dustin Poirier,1,0,34.5,0.5555555560000001,45.5,1.0555555559999998,54.88888889,4,5,0,5,13,Southpaw,175.26,182.88,155.0,28.0,18
367,Matt Brown,3,0,21.82608696,0.347826087,35.26086957,1.0,52.13043478,7,10,0,9,13,Orthodox,182.88,190.5,170.0,36.0,23
368,Raphael Assuncao,0,2,25.09090909,0.090909091,46.63636364,1.0,54.63636364,7,2,0,1,9,Orthodox,165.1,167.64,135.0,35.0,11
369,Sage Northcutt,1,0,15.6,0.2,20.2,0.8,39.0,2,2,0,1,3,Orthodox,182.88,180.34,170.0,21.0,5
370,Jake Collier,1,0,18.6,0.4,33.4,0.6,44.2,1,3,0,1,2,Orthodox,190.5,198.12,205.0,29.0,5
371,Stephen Thompson,2,0,31.0,0.727272727,48.09090909,0.454545455,57.54545455,7,3,2,5,8,Orthodox,182.88,190.5,170.0,34.0,11
372,James Vick,0,2,25.25,0.25,34.375,0.125,43.0,5,1,0,1,7,Orthodox,190.5,193.04,155.0,30.0,8
373,Ovince Saint Preux,0,2,18.35714286,0.14285714300000002,26.21428571,0.642857143,33.71428571,4,5,1,4,9,Southpaw,190.5,203.2,205.0,34.0,14
374,Randy Brown,1,0,22.4,0.2,32.8,0.6,43.6,2,2,0,1,3,Orthodox,190.5,198.12,170.0,27.0,5
375,Derek Brunson,0,1,16.54545455,0.363636364,21.63636364,1.181818182,44.36363636,5,3,0,5,8,Southpaw,185.42,195.58,185.0,33.0,11
376,Pedro Munhoz,0,3,17.14285714,0.0,33.14285714,0.857142857,35.85714286,3,3,0,1,4,Orthodox,167.64,165.1,135.0,31.0,7
377,Francisco Trinaldo,1,0,22.66666667,0.2,37.06666667,0.8,51.0,7,4,0,2,11,Southpaw,175.26,177.8,155.0,39.0,15
378,Thiago Santos,0,2,11.36363636,0.545454545,21.45454545,0.181818182,26.27272727,4,4,0,6,7,Orthodox,187.96,193.04,205.0,33.0,11
379,John Lineker,1,0,31.30769231,0.7692307690000001,55.76923077,0.46153846200000004,64.84615385,6,3,0,5,10,Orthodox,160.02,170.18,135.0,27.0,13
380,Vicente Luque,1,0,10.33333333,0.333333333,18.16666667,1.0,29.5,4,2,0,2,4,Orthodox,180.34,190.5,170.0,25.0,6
381,Antonio Carlos Junior,0,2,15.0,0.0,23.57142857,3.285714286,44.85714286,2,3,1,0,4,Orthodox,187.96,200.66,185.0,27.0,7
383,Karolina Kowalkiewicz,2,0,42.6,0.0,65.6,0.0,94.2,3,2,1,0,3,Orthodox,160.02,162.56,115.0,32.0,5
384,Jan Blachowicz,2,0,29.66666667,0.166666667,42.66666667,1.0,62.66666667,1,4,0,1,2,Orthodox,187.96,198.12,205.0,34.0,6
386,Tony Ferguson,0,9,32.92307692,0.23076923100000002,51.07692308,0.46153846200000004,59.92307692,9,1,1,2,12,Orthodox,180.34,193.04,155.0,33.0,13
387,Demetrious Johnson,0,12,30.375,0.1875,64.25,4.0625,103.9375,12,2,12,2,14,Orthodox,160.02,167.64,125.0,31.0,16
388,Fabricio Werdum,1,0,31.23076923,0.307692308,48.46153846,0.538461538,64.15384615,6,4,3,4,9,Orthodox,193.04,195.58,231.0,40.0,13
390,John Moraga,0,1,18.45454545,0.090909091,33.18181818,0.636363636,46.72727273,2,5,1,1,6,Orthodox,167.64,167.64,125.0,33.0,11
391,Ovince Saint Preux,0,1,19.76923077,0.153846154,28.23076923,0.692307692,36.07692308,4,5,1,4,8,Southpaw,190.5,203.2,205.0,34.0,13
392,Teruto Ishihara,2,0,22.2,1.0,36.8,0.0,40.4,2,3,0,2,2,Southpaw,170.18,175.26,135.0,26.0,5
393,Jussier Formiga,1,0,9.111111111,0.111111111,14.33333333,1.333333333,31.77777778,3,4,0,0,5,Orthodox,165.1,170.18,125.0,32.0,9
394,Keita Nakamura,1,0,27.14285714,0.428571429,30.85714286,2.0,57.14285714,1,5,0,0,2,Southpaw,180.34,185.42,170.0,33.0,7
396,Luke Rockhold,1,0,18.85714286,0.28571428600000004,29.71428571,0.428571429,37.71428571,5,2,2,2,5,Southpaw,190.5,195.58,185.0,32.0,7
399,Kamaru Usman,0,5,34.2,0.2,53.0,4.0,111.6,5,0,1,0,5,Switch,182.88,193.04,170.0,30.0,5
401,Amanda Nunes,0,5,19.125,0.25,24.25,0.75,32.625,5,1,2,4,7,Orthodox,172.72,175.26,145.0,29.0,8
402,Henry Cejudo,2,0,25.16666667,0.333333333,50.16666667,1.8333333330000001,78.16666667,4,2,1,0,4,Orthodox,162.56,162.56,135.0,30.0,6
403,Ilir Latifi,1,0,6.875,0.375,10.5,0.75,12.0,3,3,0,3,5,Orthodox,177.8,185.42,205.0,34.0,8
404,Jeremy Stephens,2,0,21.28,0.44,35.88,1.08,52.4,3,13,0,5,12,Orthodox,172.72,180.34,145.0,31.0,25
408,Marion Reneau,1,0,32.33333333,0.0,48.83333333,0.333333333,67.83333333,2,3,0,1,3,Orthodox,167.64,172.72,135.0,40.0,6
409,Leon Edwards,0,3,19.28571429,0.28571428600000004,27.28571429,1.142857143,45.28571429,3,2,0,1,5,Southpaw,182.88,187.96,170.0,26.0,7
411,Mairbek Taisumov,0,4,15.5,0.5,25.5,1.166666667,30.5,4,1,0,4,5,Orthodox,175.26,185.42,155.0,29.0,6
412,Michel Prazeres,0,4,22.5,0.125,34.5,3.875,48.875,4,2,0,0,6,Orthodox,167.64,170.18,170.0,36.0,8
413,Rustam Khabilov,0,4,19.55555556,0.111111111,25.88888889,3.5555555560000003,45.11111111,4,2,0,1,7,Orthodox,172.72,185.42,155.0,30.0,9
415,Sergio Pettis,0,3,43.75,0.125,55.875,1.375,70.5,3,2,0,0,6,Orthodox,167.64,175.26,135.0,23.0,8
416,Sam Alvey,1,0,20.18181818,0.363636364,29.18181818,0.0,35.54545455,4,4,0,4,7,Southpaw,187.96,190.5,205.0,31.0,11
417,Alejandro Perez,1,0,25.8,0.0,37.2,0.4,48.0,2,2,1,2,3,Orthodox,167.64,170.18,135.0,27.0,5
418,Dustin Ortiz,1,0,24.7,0.0,41.2,2.5,92.3,2,5,0,2,5,Orthodox,165.1,165.1,125.0,28.0,10
419,Tyron Woodley,0,1,16.1,0.8,30.0,0.5,46.9,3,3,3,5,7,Orthodox,175.26,187.96,170.0,35.0,10
421,Robbie Lawler,1,0,38.29411765,0.529411765,48.29411765,0.9411764709999999,58.94117647,5,5,5,6,12,Southpaw,180.34,187.96,170.0,35.0,17
422,Ricardo Lamas,0,1,12.90909091,0.181818182,29.18181818,1.0909090909999999,40.36363636,4,3,1,2,8,Orthodox,172.72,180.34,145.0,35.0,11
423,Aljamain Sterling,0,1,19.85714286,0.0,47.14285714,2.142857143,86.42857143,4,2,0,1,5,Orthodox,170.18,180.34,135.0,27.0,7
425,Chris Weidman,3,0,22.66666667,0.25,30.08333333,2.416666667,45.25,9,3,5,4,9,Orthodox,187.96,198.12,185.0,33.0,12
426,Patrick Cummins,0,1,32.66666667,0.0,39.55555556,3.666666667,63.55555556,3,4,0,2,5,Orthodox,187.96,193.04,205.0,36.0,9
434,Leslie Smith,0,1,45.16666667,0.333333333,62.66666667,0.0,68.66666667,1,3,0,1,3,Orthodox,175.26,167.64,135.0,34.0,6
435,Anthony Pettis,1,0,22.09090909,0.181818182,33.18181818,0.545454545,54.18181818,5,5,4,2,6,Orthodox,177.8,182.88,170.0,30.0,11
437,Chad Laprise,0,1,30.0,0.333333333,48.83333333,0.666666667,53.16666667,3,2,1,1,4,Orthodox,177.8,180.34,170.0,30.0,6
438,Thiago Santos,0,1,7.7,0.6,17.6,0.2,22.4,4,4,0,5,6,Orthodox,187.96,193.04,205.0,33.0,10
440,Brad Tavares,0,1,22.92307692,0.076923077,39.15384615,1.076923077,52.23076923,5,4,0,1,9,Orthodox,185.42,187.96,185.0,29.0,13
443,James Krause,0,2,33.71428571,0.0,48.85714286,0.571428571,55.42857143,2,3,0,1,4,Orthodox,187.96,185.42,170.0,31.0,7
444,Tecia Torres,0,1,40.6,0.2,69.4,0.8,103.0,3,1,0,0,4,Orthodox,154.94,152.4,115.0,27.0,5
445,Gray Maynard,1,0,19.55555556,0.333333333,25.77777778,2.166666667,40.94444444,8,8,2,1,10,Orthodox,175.26,177.8,155.0,38.0,18
446,Tim Boetsch,1,0,15.28571429,0.333333333,26.0,1.0,43.38095238,4,10,0,6,11,Orthodox,182.88,187.96,185.0,36.0,21
448,Tim Means,2,0,26.07142857,0.428571429,40.64285714,0.571428571,58.14285714,4,6,0,4,8,Orthodox,187.96,190.5,170.0,33.0,14
449,Clay Guida,2,0,17.39130435,0.21739130399999998,28.73913043,2.652173913,55.0,4,11,0,1,12,Orthodox,170.18,177.8,155.0,35.0,23
450,Anthony Rocco Martin,0,2,17.0,0.0,24.5,1.166666667,39.16666667,2,3,0,0,3,Orthodox,182.88,185.42,170.0,27.0,6
451,Holly Holm,3,0,24.33333333,0.166666667,56.16666667,0.333333333,69.83333333,3,3,3,1,3,Southpaw,172.72,175.26,145.0,35.0,6
452,Alex Caceres,2,0,29.1875,0.125,46.125,0.5625,57.1875,2,9,0,0,7,Southpaw,177.8,185.42,145.0,28.0,16
453,Derek Brunson,2,0,17.6,0.3,23.0,1.3,48.0,5,3,0,4,7,Southpaw,185.42,195.58,185.0,33.0,10
454,Dan Hooker,1,0,27.16666667,0.166666667,33.83333333,0.166666667,58.33333333,1,3,0,2,3,Switch,182.88,190.5,155.0,27.0,6
457,John Moraga,3,0,15.7,0.1,30.9,0.5,44.1,2,5,1,1,5,Orthodox,167.64,167.64,125.0,33.0,10
459,Claudia Gadelha,0,1,49.8,0.2,61.0,5.2,91.2,1,2,1,0,3,Orthodox,162.56,160.02,115.0,28.0,5
460,Vitor Belfort,3,0,8.291666667000001,0.45833333299999995,10.33333333,0.25,13.95833333,3,10,6,11,14,Southpaw,182.88,187.96,185.0,40.0,24
461,Raphael Assuncao,0,1,25.5,0.1,47.0,1.1,55.8,7,2,0,1,8,Orthodox,165.1,167.64,135.0,34.0,10
464,Alexander Gustafsson,0,1,30.38461538,0.538461538,41.84615385,1.307692308,59.76923077,6,4,2,4,9,Orthodox,195.58,200.66,205.0,30.0,13
466,Peter Sobotta,0,1,12.57142857,0.14285714300000002,22.85714286,1.571428571,44.71428571,2,4,0,0,3,Southpaw,182.88,190.5,170.0,30.0,7
468,Pedro Munhoz,0,2,13.5,0.0,27.83333333,0.5,29.83333333,2,3,0,1,3,Orthodox,167.64,165.1,135.0,30.0,6
469,Trevor Smith,1,0,22.875,0.125,43.125,1.125,73.375,2,4,0,0,4,Orthodox,190.5,190.5,185.0,36.0,8
471,Stipe Miocic,0,4,39.5,0.333333333,50.0,1.4166666669999999,80.33333333,4,2,2,7,10,Orthodox,193.04,203.2,240.0,34.0,12
472,Joanna Jedrzejczyk,0,7,63.85714286,0.14285714300000002,118.57142859999999,0.28571428600000004,131.5714286,7,0,5,2,7,Orthodox,167.64,165.1,125.0,29.0,7
473,Demian Maia,0,6,16.5,0.041666667000000004,21.29166667,2.333333333,57.54166667,6,6,1,1,18,Southpaw,185.42,182.88,170.0,39.0,24
474,Frankie Edgar,0,1,40.71428571,0.14285714300000002,62.19047619,3.142857143,91.23809524,5,6,8,4,15,Orthodox,167.64,172.72,145.0,35.0,21
476,James Vick,0,1,26.85714286,0.14285714300000002,36.42857143,0.14285714300000002,46.28571429,5,1,0,0,6,Orthodox,190.5,193.04,155.0,30.0,7
477,Cub Swanson,0,3,35.33333333,0.5,54.16666667,0.75,65.66666667,6,3,0,4,9,Orthodox,172.72,177.8,145.0,33.0,12
478,Al Iaquinta,0,4,36.44444444,0.5555555560000001,52.55555556,0.8888888890000001,56.11111111,4,2,1,3,7,Orthodox,177.8,177.8,155.0,29.0,9
479,Ovince Saint Preux,3,0,20.16666667,0.166666667,28.83333333,0.666666667,36.58333333,4,5,1,4,7,Southpaw,190.5,203.2,205.0,34.0,12
480,John Dodson,1,0,23.9,0.8,43.8,0.7,52.7,3,3,3,4,7,Orthodox,160.02,167.64,135.0,32.0,10
481,Thales Leites,1,0,18.64705882,0.235294118,24.29411765,1.8235294119999998,39.11764706,5,6,1,2,11,Orthodox,185.42,198.12,185.0,35.0,17
483,Alexis Davis,1,0,19.5,0.0,34.0,0.666666667,73.16666667,3,2,1,0,4,Orthodox,167.64,172.72,125.0,32.0,6
484,Bryan Barberena,1,0,44.4,0.2,68.8,0.4,107.2,2,2,0,1,3,Southpaw,182.88,182.88,170.0,27.0,5
486,Demetrious Johnson,0,11,27.0,0.2,61.33333333,4.266666667,101.8666667,11,2,11,2,13,Orthodox,160.02,167.64,125.0,30.0,15
487,Rose Namajunas,1,0,30.0,0.0,42.8,2.8,53.8,3,2,1,0,3,Orthodox,165.1,165.1,115.0,24.0,5
489,Aljamain Sterling,2,0,18.5,0.0,41.16666667,2.166666667,73.83333333,4,2,0,1,4,Orthodox,170.18,180.34,135.0,27.0,6
492,Zak Cummings,0,1,16.71428571,0.28571428600000004,25.71428571,1.0,35.57142857,2,2,0,1,5,Southpaw,182.88,190.5,185.0,32.0,7
493,Daniel Cormier,0,3,40.75,0.125,56.875,1.75,107.0,4,1,3,1,7,Orthodox,180.34,182.88,235.0,38.0,8
495,Thiago Alves,2,0,20.19047619,0.523809524,37.33333333,0.523809524,51.61904762,7,8,1,7,13,Orthodox,175.26,177.8,170.0,33.0,21
496,Myles Jury,2,0,14.25,0.25,21.375,1.625,33.25,6,2,0,2,6,Orthodox,177.8,185.42,145.0,28.0,8
499,Patrick Cummins,2,0,29.0,0.0,35.375,3.75,57.875,3,4,0,2,4,Orthodox,187.96,193.04,205.0,36.0,8
502,Jimi Manuwa,0,1,11.71428571,0.28571428600000004,30.71428571,0.428571429,37.28571429,3,2,0,2,5,Orthodox,185.42,200.66,205.0,37.0,7
503,Gunnar Nelson,0,1,16.875,0.125,21.25,1.125,29.125,4,2,0,0,6,Switch,180.34,182.88,170.0,28.0,8
506,Leon Edwards,0,2,16.16666667,0.333333333,23.0,0.833333333,40.0,2,2,0,1,4,Southpaw,182.88,187.96,170.0,25.0,6
509,Mauricio Rua,0,2,22.625,0.6875,37.5,1.1875,59.25,2,8,3,6,8,Orthodox,185.42,193.04,205.0,35.0,16
510,Edson Barboza,0,2,17.25,0.5,42.3125,0.4375,43.375,4,4,0,5,12,Orthodox,180.34,190.5,155.0,31.0,16
511,Alex Oliveira,1,0,14.75,0.25,26.375,1.875,48.0,3,3,0,2,5,Orthodox,180.34,193.04,170.0,29.0,8
512,Sergio Moraes,0,1,22.42857143,0.14285714300000002,28.85714286,1.142857143,37.28571429,4,2,1,1,5,Orthodox,182.88,182.88,170.0,34.0,7
513,Michel Prazeres,0,3,22.28571429,0.14285714300000002,36.0,4.1428571430000005,51.0,3,2,0,0,5,Orthodox,167.64,170.18,170.0,35.0,7
514,Tyron Woodley,1,0,14.77777778,0.7777777779999999,27.33333333,0.444444444,44.33333333,3,3,2,5,6,Orthodox,175.26,187.96,170.0,34.0,9
515,Alistair Overeem,1,0,15.8,0.7,33.6,0.3,45.8,4,4,1,4,6,Orthodox,193.04,203.2,265.0,36.0,10
517,Iuri Alcantara,0,1,19.92307692,0.23076923100000002,28.69230769,1.076923077,47.46153846,3,5,0,2,8,Southpaw,175.26,180.34,135.0,36.0,13
521,Derrick Lewis,0,5,20.0,0.1,23.6,0.4,27.4,5,2,0,7,8,Orthodox,190.5,200.66,260.0,32.0,10
522,Johny Hendricks,3,0,30.0,0.333333333,44.27777778,3.388888889,69.38888889,6,6,3,5,12,Southpaw,175.26,175.26,185.0,33.0,18
523,Elias Theodorou,0,1,22.0,0.0,44.0,1.8,76.8,3,1,1,2,4,Orthodox,185.42,190.5,185.0,28.0,5
524,Sara McMann,0,2,11.85714286,0.14285714300000002,18.71428571,1.714285714,39.85714286,2,3,1,1,4,Orthodox,167.64,167.64,135.0,36.0,7
525,Paul Felder,1,0,24.0,0.14285714300000002,44.42857143,0.428571429,55.28571429,2,3,0,1,4,Orthodox,180.34,177.8,155.0,32.0,7
527,Anderson Silva,5,0,18.47619048,0.857142857,33.19047619,0.14285714300000002,41.71428571,16,5,13,11,16,Southpaw,187.96,195.58,185.0,41.0,21
528,Jacare Souza,0,1,16.28571429,0.14285714300000002,22.71428571,1.428571429,36.71428571,5,1,0,2,6,Orthodox,185.42,182.88,185.0,37.0,7
529,Glover Teixeira,1,0,30.54545455,0.363636364,34.72727273,1.363636364,51.45454545,5,3,1,3,8,Orthodox,187.96,193.04,205.0,37.0,11
530,Dustin Poirier,1,0,30.0625,0.625,40.5625,1.0,49.1875,4,4,0,5,12,Southpaw,175.26,182.88,155.0,28.0,16
531,Wilson Reis,0,2,14.71428571,0.0,24.42857143,4.1428571430000005,54.28571429,2,2,0,0,5,Southpaw,162.56,165.1,125.0,32.0,7
533,Ryan LaFlare,0,1,30.0,0.166666667,55.66666667,3.166666667,77.66666667,4,1,0,0,5,Southpaw,185.42,187.96,170.0,33.0,6
534,Jessica Andrade,0,2,44.77777778,0.111111111,59.44444444,1.6666666669999999,83.33333333,3,3,0,1,6,Orthodox,154.94,157.48,115.0,25.0,9
535,Chas Skelly,0,1,13.42857143,0.14285714300000002,15.85714286,1.0,27.85714286,4,2,0,1,5,Orthodox,180.34,182.88,145.0,31.0,7
538,Raphael Assuncao,1,0,27.22222222,0.111111111,47.88888889,1.222222222,57.66666667,7,2,0,1,7,Orthodox,165.1,167.64,135.0,34.0,9
540,Marcos Rogerio de Lima,1,0,8.2,0.6,12.2,0.0,28.0,2,2,0,2,3,Orthodox,185.42,190.5,253.0,31.0,5
542,Joe Lauzon,1,0,18.77272727,0.13636363599999998,21.13636364,1.2272727270000001,30.5,3,9,0,4,13,Orthodox,177.8,180.34,155.0,32.0,22
544,Anthony Rocco Martin,0,1,18.0,0.0,25.4,1.0,30.4,1,3,0,0,2,Orthodox,182.88,185.42,170.0,27.0,5
545,Walt Harris,1,0,12.6,0.6,21.0,0.0,24.0,1,4,0,1,1,Southpaw,195.58,195.58,250.0,33.0,5
546,Amanda Nunes,0,4,18.57142857,0.28571428600000004,23.85714286,0.857142857,33.42857143,4,1,1,3,6,Orthodox,172.72,175.26,145.0,28.0,7
547,TJ Dillashaw,0,1,48.66666667,0.41666666700000005,72.33333333,1.333333333,90.75,4,3,5,5,9,Orthodox,167.64,170.18,125.0,30.0,12
548,Dong Hyun Kim,0,2,17.6875,0.25,23.0625,2.125,64.375,4,4,0,4,12,Southpaw,187.96,193.04,170.0,35.0,16
549,Antonio Carlos Junior,0,1,15.5,0.0,22.83333333,3.166666667,45.0,1,3,1,0,3,Orthodox,187.96,200.66,185.0,26.0,6
550,Urijah Faber,2,0,29.33333333,0.2,40.93333333,1.4,55.33333333,4,6,4,0,9,Orthodox,167.64,170.18,135.0,37.0,15
551,Alan Jouban,0,2,26.71428571,0.857142857,43.14285714,0.14285714300000002,50.85714286,2,2,0,3,5,Southpaw,182.88,185.42,170.0,35.0,7
553,Leslie Smith,1,0,29.0,0.2,41.4,0.0,48.0,1,3,0,1,2,Orthodox,175.26,167.64,135.0,34.0,5
554,Eddie Wineland,0,1,31.11111111,0.444444444,39.0,0.222222222,43.0,2,5,1,3,4,Orthodox,170.18,175.26,135.0,32.0,9
556,Max Holloway,0,9,45.33333333,0.4,64.33333333,0.133333333,70.6,9,3,0,5,12,Orthodox,180.34,175.26,155.0,25.0,15
557,Donald Cerrone,0,3,19.68181818,0.545454545,43.0,0.772727273,49.95454545,8,4,1,7,18,Orthodox,185.42,185.42,155.0,33.0,22
558,Cub Swanson,0,2,31.72727273,0.545454545,49.0,0.636363636,60.54545455,6,3,0,4,8,Orthodox,172.72,177.8,145.0,33.0,11
559,Olivier Aubin-Mercier,0,1,25.16666667,0.166666667,36.83333333,2.833333333,62.83333333,3,2,1,0,4,Southpaw,175.26,177.8,155.0,27.0,6
560,Derrick Lewis,0,4,18.66666667,0.111111111,21.88888889,0.333333333,25.33333333,4,2,0,6,7,Orthodox,190.5,200.66,260.0,31.0,9
562,Corey Anderson,1,0,47.42857143,0.0,62.0,3.428571429,96.28571429,3,2,1,1,5,Orthodox,190.5,200.66,205.0,27.0,7
563,Gian Villante,1,0,23.375,0.25,42.5,0.625,51.25,2,4,0,3,4,Orthodox,190.5,193.04,205.0,31.0,8
568,Demetrious Johnson,0,10,27.78571429,0.214285714,63.71428571,4.214285714,103.0,10,2,10,2,12,Orthodox,160.02,167.64,125.0,30.0,14
569,Joseph Benavidez,0,5,25.76923077,0.307692308,45.69230769,1.076923077,56.15384615,5,2,2,3,11,Southpaw,162.56,165.1,125.0,32.0,13
570,Sara McMann,0,1,12.0,0.166666667,19.5,1.6666666669999999,42.33333333,1,3,1,1,3,Orthodox,167.64,167.64,135.0,36.0,6
574,Robert Whittaker,0,5,40.22222222,0.666666667,53.77777778,0.444444444,63.11111111,5,2,1,3,7,Orthodox,182.88,185.42,185.0,25.0,9
575,Daniel Kelly,0,2,33.0,0.0,37.6,1.2,53.6,2,1,0,1,4,Southpaw,182.88,177.8,185.0,39.0,5
579,Ryan Bader,0,1,18.36842105,0.36842105299999994,25.84210526,2.157894737,46.78947368,5,5,1,4,14,Orthodox,187.96,187.96,205.0,33.0,19
580,Thomas Almeida,1,0,28.4,0.4,41.8,0.0,42.8,4,1,0,3,4,Southpaw,170.18,177.8,135.0,25.0,5
582,Sergio Moraes,1,0,21.33333333,0.166666667,27.83333333,1.166666667,34.66666667,4,2,1,1,4,Orthodox,182.88,182.88,170.0,34.0,6
583,Cezar Ferreira,0,2,10.88888889,0.222222222,17.66666667,1.6666666669999999,38.11111111,3,3,1,0,6,Southpaw,185.42,198.12,185.0,31.0,9
586,Pedro Munhoz,0,1,13.6,0.0,27.8,0.6,30.2,1,3,0,1,2,Orthodox,167.64,165.1,135.0,30.0,5
